               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.017105,           0.0080536,           0.0011942,             0.89257,             0.99274,             0.96736,               0.748,            0.012136,           0.0036078,           0.0021127,            0.004852,            0.004852,            0.004852
                 158,            0.017256,           0.0078007,          0.00098923,             0.88043,             0.99258,             0.96696,             0.74567,            0.012171,           0.0036084,           0.0023077,            0.004819,            0.004819,            0.004819
                 159,            0.017311,           0.0078742,           0.0010212,              0.8788,             0.99258,              0.9669,             0.74677,            0.012197,           0.0036153,           0.0021261,            0.004786,            0.004786,            0.004786
                 160,            0.017239,           0.0081128,           0.0014026,             0.95501,             0.92301,             0.97933,             0.75205,            0.012212,           0.0036185,           0.0021293,            0.004753,            0.004753,            0.004753
                 161,            0.017095,            0.008051,           0.0011643,             0.89237,             0.99193,             0.96689,               0.746,            0.012235,           0.0036211,            0.002197,             0.00472,             0.00472,             0.00472
                 162,            0.017171,           0.0080792,            0.001277,             0.95888,             0.92231,             0.97954,             0.75239,            0.012233,           0.0036182,           0.0024208,            0.004687,            0.004687,            0.004687
                 163,            0.017471,           0.0080365,          0.00094278,             0.94817,             0.97165,             0.99164,             0.75751,            0.012274,           0.0036094,           0.0027049,            0.004654,            0.004654,            0.004654
                 164,            0.016943,           0.0079189,           0.0010459,             0.94345,             0.98184,              0.9918,             0.75818,            0.012276,            0.003608,           0.0027815,            0.004621,            0.004621,            0.004621
                 165,            0.017109,           0.0079352,          0.00097544,             0.94212,             0.98334,             0.99184,              0.7582,            0.012298,           0.0036056,           0.0029932,            0.004588,            0.004588,            0.004588
                 166,            0.016756,            0.007974,          0.00090842,             0.94268,             0.97736,             0.99206,             0.75841,            0.012301,           0.0036043,           0.0029314,            0.004555,            0.004555,            0.004555
                 167,            0.016647,           0.0078778,          0.00098917,             0.94378,              0.9797,             0.99261,              0.7568,            0.012316,           0.0036036,           0.0028408,            0.004522,            0.004522,            0.004522
                 168,            0.016758,           0.0079508,           0.0010881,             0.94479,             0.97759,             0.99259,              0.7568,            0.012304,           0.0036025,           0.0028227,            0.004489,            0.004489,            0.004489
                 169,            0.017059,           0.0078989,          0.00098467,             0.94589,             0.97633,              0.9928,             0.75805,            0.012297,           0.0035995,           0.0026748,            0.004456,            0.004456,            0.004456
                 170,            0.016865,           0.0077951,          0.00087938,             0.87925,             0.95499,             0.96786,             0.74104,            0.012303,           0.0035965,            0.002463,            0.004423,            0.004423,            0.004423
                 171,            0.016724,           0.0080336,           0.0014846,             0.88532,             0.92251,             0.95664,             0.73631,            0.012305,           0.0035921,           0.0022924,             0.00439,             0.00439,             0.00439
                 172,            0.017016,           0.0078671,          0.00088742,             0.88236,             0.92399,             0.95676,             0.73632,            0.012308,           0.0035942,           0.0022366,            0.004357,            0.004357,            0.004357
                 173,            0.016541,           0.0077707,           0.0010078,             0.97008,             0.85946,             0.95165,              0.7336,            0.012301,           0.0035908,           0.0022027,            0.004324,            0.004324,            0.004324
                 174,             0.01648,           0.0078253,           0.0011352,             0.96911,             0.85832,             0.95168,             0.73313,            0.012296,            0.003588,           0.0021521,            0.004291,            0.004291,            0.004291
                 175,            0.016536,           0.0078934,          0.00083101,              0.9563,             0.92879,             0.98065,             0.74081,            0.012292,           0.0035867,           0.0022122,            0.004258,            0.004258,            0.004258
                 176,            0.016535,           0.0077049,          0.00076329,             0.95709,             0.92808,             0.98059,             0.73818,            0.012286,           0.0035866,           0.0022019,            0.004225,            0.004225,            0.004225
                 177,            0.016808,           0.0079478,           0.0010604,             0.95613,             0.92823,             0.98108,             0.74802,            0.012275,           0.0035852,           0.0021086,            0.004192,            0.004192,            0.004192
                 178,             0.01635,            0.007811,          0.00095212,             0.95579,             0.92618,             0.98103,             0.74785,            0.012271,           0.0035845,            0.002201,            0.004159,            0.004159,            0.004159
                 179,            0.016531,           0.0077597,          0.00090437,             0.95513,             0.92641,             0.97244,             0.74369,            0.012256,           0.0035846,           0.0023533,            0.004126,            0.004126,            0.004126
                 180,            0.016444,           0.0076841,          0.00090666,              0.9565,             0.92592,               0.972,             0.74314,            0.012244,           0.0035816,            0.002489,            0.004093,            0.004093,            0.004093
                 181,            0.016697,           0.0077826,           0.0011014,             0.95487,             0.92539,             0.96571,             0.73986,            0.012242,           0.0035817,           0.0025437,             0.00406,             0.00406,             0.00406
                 182,            0.016778,           0.0078729,           0.0011178,               0.956,             0.92555,             0.96587,             0.74043,            0.012243,           0.0035812,           0.0023977,            0.004027,            0.004027,            0.004027
                 183,            0.016678,           0.0078046,          0.00089581,             0.95474,             0.92605,             0.96537,             0.74093,            0.012258,           0.0035807,           0.0024032,            0.003994,            0.003994,            0.003994
                 184,             0.01649,           0.0077758,          0.00091311,              0.9566,             0.92592,             0.97122,             0.74381,            0.012266,           0.0035795,            0.002376,            0.003961,            0.003961,            0.003961
                 185,            0.016275,            0.007771,          0.00090316,             0.95585,             0.92574,             0.97098,             0.74262,            0.012278,           0.0035799,           0.0023939,            0.003928,            0.003928,            0.003928
                 186,            0.016825,           0.0078375,           0.0008685,             0.95704,             0.92577,             0.97063,             0.74231,            0.012279,           0.0035797,           0.0024059,            0.003895,            0.003895,            0.003895
                 187,            0.016506,           0.0077147,          0.00077255,             0.95815,              0.9259,             0.97047,             0.74263,            0.012275,           0.0035782,           0.0023916,            0.003862,            0.003862,            0.003862
